"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Andorra","2002","Mechanical appliances; steam or sand blasting machines and similar jet projecting machines","Export","5066","408","No Quantity",""
"Andorra","2002","Mechanical appliances; steam or sand blasting machines and similar jet projecting machines","Import","300893","21647","Number of items","93"
"Andorra","2002","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for agricultural or horticultural use, whether or not hand-operated","Import","97197","11441","No Quantity",""
"Andorra","2002","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated","Import","148028","6902","No Quantity",""
"Andorra","2002","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated","Export","2840","290","No Quantity",""
"Andorra","2002","Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated","Import","494028","15951","Weight in kilograms","15951"
"Andorra","2002","Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated","Export","5009","1045","Weight in kilograms","1045"
"Andorra","2002","Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","1325","115","Number of items","1"
"Andorra","2002","Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","16708","1661","Number of items","86"
"Andorra","2002","Pit-head winding gear; winches specially designed for use underground","Import","61","6","No Quantity",""
"Andorra","2002","Winches; capstans; not powered by an electric motor","Import","7819","1162","Number of items","7"
"Andorra","2002","Jacks; built-in jacking systems of a type used in garages, for raising vehicles","Import","69645","15241","Number of items","39"
"Andorra","2002","Jacks and hoists; hydraulic, of a kind used for raising vehicles","Import","20317","4438","No Quantity",""
"Andorra","2002","Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles","Import","30814","4575","No Quantity",""
"Andorra","2002","Cranes; transporter, gantry and bridge cranes","Import","7164","2200","Number of items",""
"Andorra","2002","Cranes; tower cranes","Import","372096","287447","Number of items","6"
"Andorra","2002","Cranes; tower cranes","Export","15364","133000","Number of items",""
"Andorra","2002","Cranes; self-propelled derricks and cranes, on tyres, n.e.c. in heading no. 8426","Import","67769","1920","Number of items","1"
"Andorra","2002","Cranes and derricks; designed for mounting on road vehicles","Import","314702","27211","Number of items","28"
"Andorra","2002","Cranes and derricks; designed for mounting on road vehicles","Export","898","280","Number of items",""
"Andorra","2002","Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426","Import","63207","6333","Number of items","4"
"Andorra","2002","Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426","Export","28","100","Number of items",""
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor","Import","172870","23010","Number of items","14"
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor","Export","284","1800","Number of items",""
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor","Import","7089","3200","Number of items",""
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor","Export","576","3500","Number of items",""
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled","Import","343920","66579","No Quantity",""
"Andorra","2002","Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled","Export","6582","9025","No Quantity",""
"Andorra","2002","Lifts and skip hoists","Import","2684236","585064","Number of items","210"
"Andorra","2002","Elevators and conveyors; pneumatic","Import","40605","9215","Number of items","4"
"Andorra","2002","Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31","Import","163303","24940","Number of items","17"
"Andorra","2002","Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33","Import","135983","16812","Number of items","14"
"Andorra","2002","Escalators and moving walkways","Import","527071","80890","Number of items","12"
"Andorra","2002","Teleferics, chair-lifts, ski-draglines, traction mechanisms for funiculars","Import","43946","4000","No Quantity",""
"Andorra","2002","Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428","Import","41909","6913","Number of items","8"
"Andorra","2002","Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428","Export","5498","4940","Number of items","2"
"Andorra","2002","Bulldozers and angledozers; self-propelled, track laying","Export","9450","42000","Number of items",""
"Andorra","2002","Tamping machines and road rollers; self-propelled","Import","20964","2508","Number of items","1"
"Andorra","2002","Tamping machines and road rollers; self-propelled","Export","992","12800","Number of items",""
"Andorra","2002","Front-end shovel loaders","Import","399683","50750","Number of items","10"
"Andorra","2002","Front-end shovel loaders","Export","95531","89200","Number of items","3"
"Andorra","2002","Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure","Import","795043","129161","Number of items","16"
"Andorra","2002","Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure","Export","45695","71970","Number of items","1"
"Andorra","2002","Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50","Import","770542","138833","Number of items","20"
"Andorra","2002","Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50","Export","19377","287250","Number of items","1"
"Andorra","2002","Coal or rock cutters and tunnelling machinery; not self-propelled","Import","112733","13178","No Quantity",""
"Andorra","2002","Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430","Import","487755","41258","Number of items","5"
"Andorra","2002","Boring and sinking machinery; not self-propelled","Import","393175","41885","Number of items","17"
"Andorra","2002","Boring and sinking machinery; not self-propelled","Export","59437","20860","Number of items","1"
"Andorra","2002","Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30","Import","23239","1145","Number of items","2"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8425","Import","36730","2112","Weight in kilograms","2112"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8425","Export","233225","1995","Weight in kilograms","1995"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8427","Import","25355","591","Weight in kilograms","591"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8427","Export","973","20","Weight in kilograms","20"
"Andorra","2002","Lifts, skip hoists or escalators; parts thereof","Import","1675965","181264","Weight in kilograms","181264"
"Andorra","2002","Lifts, skip hoists or escalators; parts thereof","Export","1183279","15382","Weight in kilograms","15382"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)","Import","1361434","162033","Weight in kilograms","162033"
"Andorra","2002","Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)","Export","3343","994","Weight in kilograms","994"
"Andorra","2002","Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430","Import","64631","14846","Weight in kilograms","14846"
"Andorra","2002","Machinery parts; bulldozer or angledozer blades","Import","7299","500","Weight in kilograms","500"
"Andorra","2002","Boring or sinking machinery; parts for boring or sinking machinery of subheading 8430.41 or 8430.49","Import","410698","33317","Weight in kilograms","33317"
"Andorra","2002","Boring or sinking machinery; parts for boring or sinking machinery of subheading 8430.41 or 8430.49","Export","180973","72385","Weight in kilograms","72385"
"Andorra","2002","Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431","Import","1055660","175268","Weight in kilograms","175268"
"Andorra","2002","Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431","Export","18952","7400","Weight in kilograms","7400"
"Andorra","2002","Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes","Import","3332","1260","Number of items","3"
"Andorra","2002","Seeders, planters and transplanters","Import","6319","550","Number of items","1"
"Andorra","2002","Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use","Import","18210","2650","No Quantity",""
"Andorra","2002","Rollers; for lawns or sports-grounds","Export","1655","575","No Quantity",""
"Andorra","2002","Rollers; for lawns or sports-grounds","Import","117489","16913","Number of items","40"
"Andorra","2002","Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds","Import","28455","2637","Weight in kilograms","2637"
"Andorra","2002","Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane","Import","18599","2492","Number of items","65"
"Andorra","2002","Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane","Import","7488","818","Number of items","21"
"Andorra","2002","Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)","Import","4434","136","Number of items","1"
"Andorra","2002","Haymaking machinery","Import","4340","408","Number of items","1"
"Andorra","2002","Balers; straw or fodder balers, including pick-up balers","Import","42539","4111","Number of items","3"
"Andorra","2002","Harvesting machinery; n.e.c. in heading no. 8433","Import","1267","235","Number of items",""
"Andorra","2002","Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers","Import","2694","242","Weight in kilograms","242"
"Andorra","2002","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","Import","64778","11771","No Quantity",""
"Andorra","2002","Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436","Import","17464","4525","Weight in kilograms","4525"
"Andorra","2002","Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery","Import","1044","83","Number of items",""
"Andorra","2002","Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)","Import","25","1","Weight in kilograms","1"
"Andorra","2002","Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products","Export","2835","100","No Quantity",""
"Andorra","2002","Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products","Import","296884","21292","Number of items","53"
"Andorra","2002","Machinery; industrial, brewery machinery","Export","47","90","No Quantity",""
"Andorra","2002","Machinery; industrial, brewery machinery","Import","14189","2789","Number of items","1"
"Andorra","2002","Machinery; industrial, for the preparation of meat or poultry","Import","110803","6996","Number of items","38"
"Andorra","2002","Machinery; industrial, for the preparation of fruits, nuts or vegetables","Import","7871","460","Number of items","1"
"Andorra","2002","Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438","Export","19","6","No Quantity",""
"Andorra","2002","Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438","Import","70857","3326","Number of items","12"
"Andorra","2002","Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink","Import","93766","3125","Weight in kilograms","3125"
"Andorra","2002","Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink","Export","473","1900","Weight in kilograms","1900"
"Andorra","2002","Book-binding machinery; including book-sewing machines","Import","6099","810","No Quantity",""
"Andorra","2002","Book-binding machinery; including book-sewing machines","Export","31239","8000","No Quantity",""
"Andorra","2002","Book-binding machinery; including book-sewing machines, parts thereof","Import","36315","5903","Weight in kilograms","5903"
"Andorra","2002","Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard","Import","398","17","No Quantity",""
"Andorra","2002","Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard","Import","8748","779","Number of items",""
"Andorra","2002","Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Import","87","4","Weight in kilograms","4"
"Andorra","2002","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components","Import","138578","5160","Number of items","8"
"Andorra","2002","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof","Import","24699","2265","Weight in kilograms","2265"
"Andorra","2002","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof","Export","250","355","Weight in kilograms","355"
"Andorra","2002","Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)","Import","175348","19016","Weight in kilograms","19016"
"Andorra","2002","Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1","Import","7238","57","Number of items",""
"Andorra","2002","Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1","Export","16755","6040","Number of items","1"
"Andorra","2002","Letterpress printing mach. (excl. flexographic printing), other than reel-f ...","Import","242116","11000","Number of items","7"
"Andorra","2002","Printing mach. n.e.s. in 84.43","Import","70763","689","No Quantity",""
"Andorra","2002","Printing mach. n.e.s. in 84.43","Export","303144","1940","Number of items","34"
"Andorra","2002","Parts of the mach. of 84.43","Import","55201","5688","Weight in kilograms","5688"
"Andorra","2002","Weaving machines (looms); for weaving fabrics of a width 30cm or less","Import","2129","3000","No Quantity",""
"Andorra","2002","Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","Import","40359","400","Number of items","3"
"Andorra","2002","Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11","Import","184","1","Weight in kilograms","1"
"Andorra","2002","Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444","Import","1244","1","Weight in kilograms","1"
"Andorra","2002","Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4","Import","1877","4","Weight in kilograms","4"
"Andorra","2002","Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)","Import","755999","163991","Number of items","3691"
"Andorra","2002","Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)","Export","1321","430","Number of items","7"
"Andorra","2002","Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg","Import","6217","1056","Number of items","38"
"Andorra","2002","Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg","Export","57","85","Number of items","1"
"Andorra","2002","Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg","Import","140687","25362","Number of items","1042"
"Andorra","2002","Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg","Export","639","250","Number of items","6"
"Andorra","2002","Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg","Import","155511","14536","Number of items","44"
"Andorra","2002","Washing machines; parts for household or laundry-type","Import","60679","3672","Weight in kilograms","3672"
"Andorra","2002","Dry-cleaning machines","Export","284","1200","Number of items",""
"Andorra","2002","Drying machines; of a dry linen capacity not exceeding 10kg","Import","158752","21783","Number of items","796"
"Andorra","2002","Drying machines; of a dry linen capacity not exceeding 10kg","Export","284","47","Number of items","1"
"Andorra","2002","Drying machines; of a dry linen capacity exceeding 10kg","Import","61556","3556","Number of items","11"
"Andorra","2002","Ironing machines and presses (including fusing presses)","Import","108448","8154","No Quantity",""
"Andorra","2002","Machines; for washing, bleaching or dyeing","Import","210890","9475","Number of items","10"
"Andorra","2002","Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics","Import","57331","2550","Number of items","6"
"Andorra","2002","Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics","Export","2835","6000","Number of items","1"
"Andorra","2002","Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings","Import","48319","3061","Number of items","3"
"Andorra","2002","Machinery; parts, of the machinery of heading no. 8451","Import","5452","622","Weight in kilograms","622"
"Andorra","2002","Sewing machines; of the household type","Import","21374","977","Number of items","189"
"Andorra","2002","Sewing machines; (not household type), automatic units","Import","9116","300","Number of items","5"
"Andorra","2002","Sewing machines; not household or automatic unit type","Import","5230","345","Number of items","6"
"Andorra","2002","Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines","Import","2284","44","Weight in kilograms","44"
"Andorra","2002","Machinery; for making or repairing footwear, other than sewing machines","Import","2494","115","Number of items",""
"Andorra","2002","Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines","Import","990","106","Weight in kilograms","106"
"Andorra","2002","Converters; of a type used in metallurgy or in metal foundries","Export","28","20","No Quantity",""
"Andorra","2002","Machine-tools; for working any material by removal of material, operated by laser or other light or photon beam processes","Import","51488","1300","Number of items","1"
"Andorra","2002","Machine-tools for working any mat. by removal of mat., by electro-chemical/ ...","Import","2555","196","Number of items",""
"Andorra","2002","Lathes; for removing metal, horizontal, other than numerically controlled","Import","629","13","Number of items",""
"Andorra","2002","Machine-tools; for drilling by removing metal, other than numerically controlled","Import","1726","165","Number of items",""
"Andorra","2002","Machine-tools; for boring-milling by removing metal, other than numerically controlled","Import","251","11","Number of items",""
"Andorra","2002","Machine-tools; for milling by removing metal, (not knee-type), numerically controlled","Import","5080","500","No Quantity",""
"Andorra","2002","Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled","Export","85","200","No Quantity",""
"Andorra","2002","Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled","Import","99","3","Number of items",""
"Andorra","2002","Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, numerically controlled","Import","151","5","Number of items",""
"Andorra","2002","Machine-tools; for honing or lapping","Import","170","10","Number of items",""
"Andorra","2002","Machine-tools; for deburring, grinding, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.c. in heading no. 8460","Import","31504","1554","Number of items","8"
"Andorra","2002","Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets","Import","15363","2164","Number of items","3"
"Andorra","2002","Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments.","Import","13553","5016","Number of items","2"
"Andorra","2002","Machine-tools; forging or die-stamping machines (including presses) and hammers, for working metal","Import","14276","1300","Number of items","1"
"Andorra","2002","Machine-tools; forging or die-stamping machines (including presses) and hammers, for working metal","Export","1379","73","Number of items",""
"Andorra","2002","Machine-tools; bending, folding, straightening or flattening machines (including press brakes), for working metal, numerically controlled n.e.c. in item 84.62.2","Import","15161","5214","Number of items","1"
"Andorra","2002","Machine-tools; shearing machines (excluding presses) for flat products, other than numerically controlled, other than combined punching and shearing machines, for working metal","Import","75182","15416","Number of items","5"
"Andorra","2002","Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses","Import","6662","20","Number of items","1"
"Andorra","2002","Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463","Import","136350","43964","Number of items","14"
"Andorra","2002","Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463","Export","284","65","Number of items",""
"Andorra","2002","Machine-tools; sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass","Export","227","1000","No Quantity",""
"Andorra","2002","Machine-tools; sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass","Import","11797","1221","Number of items","2"
"Andorra","2002","Machine-tools; grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass","Import","9066","761","Number of items","1"
"Andorra","2002","Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)","Export","53106","29770","No Quantity",""
"Andorra","2002","Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)","Import","74428","12638","Number of items","9"
"Andorra","2002","Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar","Import","2826","602","Number of items",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; sawing machines","Export","1817","850","No Quantity",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; sawing machines","Import","18764","1255","Number of items","5"
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines","Import","2105","287","Number of items",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines","Export","425","200","Number of items",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; grinding, sanding or polishing machines","Import","34143","1142","Number of items","6"
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; drilling or morticing machines","Import","14523","975","No Quantity",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; splitting, slicing or paring machines","Import","1964","305","Number of items",""
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; n.e.c. in heading no. 8465","Import","278728","16109","Number of items","51"
"Andorra","2002","Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; n.e.c. in heading no. 8465","Export","15663","5535","Number of items","9"
"Andorra","2002","Parts & accessories suited for use solely/principally with machines of headings 8456-8465; tool holders and self-opening dieheads","Import","79901","2351","Weight in kilograms","2351"
"Andorra","2002","Parts & accessories suited for use solely/principally with machines of headings 8456-8465; work holders","Import","169","9","Weight in kilograms","9"
"Andorra","2002","Parts & accessories suited for use solely/principally; for the machines of heading no. 8464, n.e.c. in heading no. 8466","Import","9562","409","Weight in kilograms","409"
"Andorra","2002","Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466","Import","6676","428","Weight in kilograms","428"
"Andorra","2002","Parts & accessories suited for use solely/principally with machines of headings 8456-8465; n.e.c. in heading no. 8466","Import","24603","116","Weight in kilograms","116"
"Andorra","2002","Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466","Import","44579","2171","Weight in kilograms","2171"
"Andorra","2002","Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466","Export","284074","1000","Weight in kilograms","1000"
"Andorra","2002","Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)","Export","1136","850","No Quantity",""
"Andorra","2002","Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)","Import","25256","831","Number of items","190"
"Andorra","2002","Tools; for working in the hand, pneumatic, other than rotary type","Import","18571","934","Number of items","146"
"Andorra","2002","Tools; for working in the hand, pneumatic, other than rotary type","Export","170","300","Number of items","1"
"Andorra","2002","Tools; for working in the hand, with self-contained electric motor; drills of all kinds","Import","18744","1020","Number of items","356"
"Andorra","2002","Tools; for working in the hand, with self-contained electric motor; drills of all kinds","Export","318","1000","Number of items","11"
"Andorra","2002","Tools; for working in the hand, with self-contained electric motor; saws","Import","15704","455","Number of items","266"
"Andorra","2002","Tools; for working in the hand, with self-contained electric motor; other than saws and drills","Import","259122","13107","Number of items","5179"
"Andorra","2002","Tools; for working in the hand, with self-contained electric motor; other than saws and drills","Export","11247","2805","Number of items","382"
"Andorra","2002","Tools; for working in the hand, chain saws with self-contained non-electric motor","Import","13672","676","Number of items","75"
"Andorra","2002","Tools; for working in the hand, (other than chain saws), hydraulic or with self-contained non-electric motor, (not pneumatic)","Import","95585","4822","Number of items","724"
"Andorra","2002","Tools; for working in the hand, parts of pneumatic tools","Import","3212","331","Weight in kilograms","331"
"Andorra","2002","Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools","Import","48507","2382","Weight in kilograms","2382"
"Andorra","2002","Machinery and apparatus; hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting","Import","2533","161","No Quantity",""
"Andorra","2002","Machinery and apparatus; gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting","Import","2675","140","Number of items","1"
"Andorra","2002","Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468","Import","23028","2344","Number of items","5"
"Andorra","2002","Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468","Export","443","300","Number of items","1"
"Andorra","2002","Machinery and apparatus; parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof","Import","20309","2576","Weight in kilograms","2576"
"Andorra","2002","Typewriters (excl. of 8469.12; excl. printers of 84.71), electric","Import","4690","358","Number of items","29"
"Andorra","2002","Typewriters (excl. of 8469.12; excl. printers of 84.71), non-electric","Import","481","49","No Quantity",""
"Andorra","2002","Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions","Import","200013","3387","Number of items","37640"
"Andorra","2002","Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions","Export","2798","170","Number of items","704"
"Andorra","2002","Calculating machines; electronic, incorporating a printing device, needing an external source of power","Import","51507","1211","Number of items","1905"
"Andorra","2002","Calculating machines; electronic, (not incorporating a printing device), needing an external power source","Import","46627","820","Number of items","7599"
"Andorra","2002","Calculating machines; non-electronic","Import","24800","600","No Quantity",""
"Andorra","2002","Cash registers","Import","207247","3199","Number of items","613"
"Andorra","2002","Machines incorporating a calculating device; n.e.c. in heading no. 8470","Import","72313","3982","No Quantity",""
"Andorra","2002","Machines incorporating a calculating device; n.e.c. in heading no. 8470","Export","3700","70","Number of items","5"
"Andorra","2002","Analogue/hybrid auto. data processing machines","Import","3998041","54530","Number of items","3631"
"Andorra","2002","Analogue/hybrid auto. data processing machines","Export","30950","979","Number of items","11"
"Andorra","2002","Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display","Import","214138","1637","Number of items","228"
"Andorra","2002","Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display","Export","26700","325","Number of items","26"
"Andorra","2002","Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30","Import","262529","4238","Number of items","198"
"Andorra","2002","Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30","Export","1167","2860","Number of items","1"
"Andorra","2002","Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41","Import","1339424","6845","Number of items","795"
"Andorra","2002","Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41","Export","2320","4","Number of items","3"
"Andorra","2002","Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units","Import","91945","758","Number of items","60"
"Andorra","2002","Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units","Export","40653","49","Number of items","35"
"Andorra","2002","Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing","Import","1850410","47401","Number of items","9783"
"Andorra","2002","Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing","Export","34373","944","Number of items","240"
"Andorra","2002","Units of automatic data processing machines; storage units","Import","309324","1774","Number of items","2011"
"Andorra","2002","Units of automatic data processing machines; storage units","Export","1965","22","Number of items","21"
"Andorra","2002","Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70","Import","315152","1899","Number of items","649"
"Andorra","2002","Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70","Export","5360","103","Number of items","11"
"Andorra","2002","Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included","Import","2027743","23832","Number of items","7103"
"Andorra","2002","Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included","Export","249099","9122","Number of items","1654"
"Andorra","2002","Office machines; duplicating machines","Import","35414","1367","Number of items","32"
"Andorra","2002","Addressing machines & address plate embosing machines","Import","9796","180","No Quantity",""
