"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Algeria","1997","Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","Import","13147567","817259","Weight in kilograms","817259"
"Algeria","1997","Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","Export","709","33","Weight in kilograms","33"
"Algeria","1997","Engines; parts for internal combustion piston engines (excluding spark-ignition)","Import","29295182","1839679","Weight in kilograms","1839679"
"Algeria","1997","Engines; parts for internal combustion piston engines (excluding spark-ignition)","Export","239290","45322","Weight in kilograms","45322"
"Algeria","1997","Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW","Import","168471","34632","Weight in kilograms","34632"
"Algeria","1997","Turbines; hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW","Import","76550","2024","Weight in kilograms","2024"
"Algeria","1997","Turbines; hydraulic turbines and water wheels, of a power exceeding 10000kW","Import","25934","110","Weight in kilograms","110"
"Algeria","1997","Turbines; parts of hydraulic turbines and water wheels, including regulators","Import","354353","6944","Weight in kilograms","6944"
"Algeria","1997","Turbo-jets; of a thrust not exceeding 25kN","Import","51598","386","Weight in kilograms","386"
"Algeria","1997","Turbo-jets; of a thrust exceeding 25kN","Import","20041190","62564","Weight in kilograms","62564"
"Algeria","1997","Turbo-propellers; of a power not exceeding 1100kW","Import","22841","205","Weight in kilograms","205"
"Algeria","1997","Turbo-propellers; of a power exceeding 1100kW","Import","2086423","15460","Weight in kilograms","15460"
"Algeria","1997","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW","Import","7278315","547624","Weight in kilograms","547624"
"Algeria","1997","Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW","Import","6410652","312561","Weight in kilograms","312561"
"Algeria","1997","Turbines; parts of turbo-jets and turbo-propellers","Import","2987765","12510","Weight in kilograms","12510"
"Algeria","1997","Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)","Import","52399440","1066966","Weight in kilograms","1066966"
"Algeria","1997","Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)","Export","108243","6874","Weight in kilograms","6874"
"Algeria","1997","Engines; reaction engines, other than turbo-jets","Import","66868","488","Weight in kilograms","488"
"Algeria","1997","Engines; hydraulic power engines and motors, linear acting (cylinders)","Import","198042","6737","Weight in kilograms","6737"
"Algeria","1997","Engines; hydraulic power engines and motors, other than linear acting (cylinders)","Import","1601374","83213","Weight in kilograms","83213"
"Algeria","1997","Engines; hydraulic power engines and motors, other than linear acting (cylinders)","Export","214747","7124","Weight in kilograms","7124"
"Algeria","1997","Engines; pneumatic power engines and motors, linear acting (cylinders)","Import","23745","431","Weight in kilograms","431"
"Algeria","1997","Engines; pneumatic power engines and motors, other than linear acting (cylinders)","Import","631740","56025","Weight in kilograms","56025"
"Algeria","1997","Engines; pneumatic power engines and motors, other than linear acting (cylinders)","Export","2641","89","Weight in kilograms","89"
"Algeria","1997","Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412","Import","827455","33479","Weight in kilograms","33479"
"Algeria","1997","Engines; parts, for engines and motors of heading no. 8412","Import","7983700","332171","Weight in kilograms","332171"
"Algeria","1997","Engines; parts, for engines and motors of heading no. 8412","Export","315775","6937","Weight in kilograms","6937"
"Algeria","1997","Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages","Import","321828","11273","Weight in kilograms","11273"
"Algeria","1997","Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages","Export","22","3","Weight in kilograms","3"
"Algeria","1997","Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants","Import","913651","43667","Weight in kilograms","43667"
"Algeria","1997","Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19","Import","162704","23210","Weight in kilograms","23210"
"Algeria","1997","Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines","Import","12996278","781244","Weight in kilograms","781244"
"Algeria","1997","Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines","Export","16267","486","Weight in kilograms","486"
"Algeria","1997","Pumps; concrete pumps","Import","231431","41029","Weight in kilograms","41029"
"Algeria","1997","Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Import","180180","8091","Weight in kilograms","8091"
"Algeria","1997","Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Export","1935","347","Weight in kilograms","347"
"Algeria","1997","Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids","Import","329828","10983","Weight in kilograms","10983"
"Algeria","1997","Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids","Import","8791537","630236","Weight in kilograms","630236"
"Algeria","1997","Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids","Export","778","97","Weight in kilograms","97"
"Algeria","1997","Pumps and liquid elevators; n.e.c. in heading no. 8413","Import","23406644","2561397","Weight in kilograms","2561397"
"Algeria","1997","Pumps and liquid elevators; n.e.c. in heading no. 8413","Export","74389","4236","Weight in kilograms","4236"
"Algeria","1997","Liquid elevators","Import","137656","74813","Weight in kilograms","74813"
"Algeria","1997","Pumps; parts thereof","Import","18580884","453528","Weight in kilograms","453528"
"Algeria","1997","Pumps; parts thereof","Export","8532","64","Weight in kilograms","64"
"Algeria","1997","Liquid elevators; parts thereof","Import","233158","31929","Weight in kilograms","31929"
"Algeria","1997","Pumps; vacuum","Import","569273","22363","Weight in kilograms","22363"
"Algeria","1997","Pumps; hand or foot-operated air pumps","Import","190687","30768","Weight in kilograms","30768"
"Algeria","1997","Compressors; of a kind used in refrigerating equipment","Import","14034710","2763512","Weight in kilograms","2763512"
"Algeria","1997","Compressors; of a kind used in refrigerating equipment","Export","78126","5125","Weight in kilograms","5125"
"Algeria","1997","Compressors; air compressors mounted on a wheeled chassis for towing","Import","2519594","352843","Weight in kilograms","352843"
"Algeria","1997","Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W","Import","2607862","637383","Weight in kilograms","637383"
"Algeria","1997","Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W","Export","20","2","Weight in kilograms","2"
"Algeria","1997","Fans; n.e.c. in item no. 8414.51","Import","2365958","127622","Weight in kilograms","127622"
"Algeria","1997","Fans; n.e.c. in item no. 8414.51","Export","4971","210","Weight in kilograms","210"
"Algeria","1997","Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm","Import","516228","160394","Weight in kilograms","160394"
"Algeria","1997","Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414","Import","68298208","2194609","Weight in kilograms","2194609"
"Algeria","1997","Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414","Export","2538","149","Weight in kilograms","149"
"Algeria","1997","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan","Import","27165576","1188320","Weight in kilograms","1188320"
"Algeria","1997","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan","Export","3214","300","Weight in kilograms","300"
"Algeria","1997","Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or "split-system"","Import","6675692","1101363","Weight in kilograms","1101363"
"Algeria","1997","Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles","Import","47657","601","Weight in kilograms","601"
"Algeria","1997","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)","Import","1562649","134445","Weight in kilograms","134445"
"Algeria","1997","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit","Import","3771761","232003","Weight in kilograms","232003"
"Algeria","1997","Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit","Import","1085848","60338","Weight in kilograms","60338"
"Algeria","1997","Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof","Import","3658839","116669","Weight in kilograms","116669"
"Algeria","1997","Furnaces; furnace burners, for liquid fuel","Import","538433","28167","Weight in kilograms","28167"
"Algeria","1997","Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners","Import","1235519","50503","Weight in kilograms","50503"
"Algeria","1997","Furnace accessories; mechanical stokers, mechanical grates, mechanical ash dischargers and similar appliances","Import","62533","3038","Weight in kilograms","3038"
"Algeria","1997","Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like","Import","1278267","74629","Weight in kilograms","74629"
"Algeria","1997","Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use","Import","1290238","144930","Weight in kilograms","144930"
"Algeria","1997","Ovens; non-electric, bakery ovens, including biscuit ovens","Import","13744661","2124474","Weight in kilograms","2124474"
"Algeria","1997","Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417","Import","16876902","4120535","Weight in kilograms","4120535"
"Algeria","1997","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use","Import","14401894","5806477","Weight in kilograms","5806477"
"Algeria","1997","Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other","Import","470127","240966","Weight in kilograms","240966"
"Algeria","1997","Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other","Export","1239434","235078","Weight in kilograms","235078"
"Algeria","1997","Refrigerators; for household use, compression-type, electric or other","Import","263305","108247","Weight in kilograms","108247"
"Algeria","1997","Refrigerators, h-hold. type, absorption-type, electrical","Import","517246","272853","Weight in kilograms","272853"
"Algeria","1997","Refrigerators, h-hold. type, absorption-type, electrical","Export","7310","2894","Weight in kilograms","2894"
"Algeria","1997","Refrigerators; household, electric or not, other than compression-type","Import","402044","162366","Weight in kilograms","162366"
"Algeria","1997","Freezers; of the chest type, not exceeding 800l capacity","Import","151909","30890","Weight in kilograms","30890"
"Algeria","1997","Freezers; of the upright type, not exceeding 900l capacity","Import","295700","22012","Weight in kilograms","22012"
"Algeria","1997","Freezers; of the upright type, not exceeding 900l capacity","Export","993254","185093","Weight in kilograms","185093"
"Algeria","1997","Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)","Import","2056117","261150","Weight in kilograms","261150"
"Algeria","1997","Heat pumps; other than air conditioning machines of heading no. 8415","Import","839496","84474","Weight in kilograms","84474"
"Algeria","1997","Refrigerating or freezing equipment; n.e.c. in heading no. 8418","Import","1629405","183852","Weight in kilograms","183852"
"Algeria","1997","Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment","Import","2163893","1076639","Weight in kilograms","1076639"
"Algeria","1997","Refrigerating or freezing equipment; parts thereof, other than furniture","Import","2772352","544506","Weight in kilograms","544506"
"Algeria","1997","Refrigerating or freezing equipment; parts thereof, other than furniture","Export","27542","1812","Weight in kilograms","1812"
"Algeria","1997","Heaters; instantaneous gas water heaters, for domestic or other purposes","Import","1158118","172663","Weight in kilograms","172663"
"Algeria","1997","Heaters; instantaneous or storage water heaters, non-electric, (other than instantaneous gas or solar water heaters)","Import","3886459","214760","Weight in kilograms","214760"
"Algeria","1997","Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes","Import","976693","90871","Weight in kilograms","90871"
"Algeria","1997","Dryers; for agricultural products, not used for domestic purposes","Import","160682","25084","Weight in kilograms","25084"
"Algeria","1997","Dryers; for wood, paper pulp, paper or paperboard, not used for domestic purposes","Import","574481","63500","Weight in kilograms","63500"
"Algeria","1997","Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes","Import","14049687","3163174","Weight in kilograms","3163174"
"Algeria","1997","Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes","Export","444","3","Weight in kilograms","3"
"Algeria","1997","Distilling or rectifying plant; not used for domestic purposes","Import","861508","40296","Weight in kilograms","40296"
"Algeria","1997","Heat exchange units; not used for domestic purposes","Import","48642120","4480746","Weight in kilograms","4480746"
"Algeria","1997","Machinery; for liquefying air or gas, not used for domestic purposes","Import","13729189","674442","Weight in kilograms","674442"
"Algeria","1997","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Import","16665279","919706","Weight in kilograms","919706"
"Algeria","1997","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Export","2075","738","Weight in kilograms","738"
"Algeria","1997","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","Import","12336256","1079416","Weight in kilograms","1079416"
"Algeria","1997","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","Export","1352","41","Weight in kilograms","41"
"Algeria","1997","Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature","Import","68953968","7948082","Weight in kilograms","7948082"
"Algeria","1997","Machines; calendering or other rolling machines, for other than metal or glass","Import","158807","41107","Weight in kilograms","41107"
"Algeria","1997","Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass","Import","157453","3961","Weight in kilograms","3961"
"Algeria","1997","Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass","Import","853363","67566","Weight in kilograms","67566"
"Algeria","1997","Centrifuges; cream separators","Import","27305","2523","Weight in kilograms","2523"
"Algeria","1997","Centrifuges; clothes-dryers","Import","11674","2354","Weight in kilograms","2354"
"Algeria","1997","Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)","Import","3268577","94305","Weight in kilograms","94305"
"Algeria","1997","Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)","Export","19496","4125","Weight in kilograms","4125"
"Algeria","1997","Machinery; for filtering or purifying water","Import","8228503","548742","Weight in kilograms","548742"
"Algeria","1997","Machinery; for filtering or purifying beverages other than water","Import","68011","3042","Weight in kilograms","3042"
"Algeria","1997","Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines","Import","2833734","402886","Weight in kilograms","402886"
"Algeria","1997","Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines","Export","2809","293","Weight in kilograms","293"
"Algeria","1997","Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2","Import","4900591","129380","Weight in kilograms","129380"
"Algeria","1997","Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2","Export","24089","500","Weight in kilograms","500"
"Algeria","1997","Machinery; intake air filters for internal combustion engines","Import","4659037","160613","Weight in kilograms","160613"
"Algeria","1997","Machinery; intake air filters for internal combustion engines","Export","16391","613","Weight in kilograms","613"
"Algeria","1997","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines","Import","13392957","869483","Weight in kilograms","869483"
"Algeria","1997","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines","Export","55538","1944","Weight in kilograms","1944"
"Algeria","1997","Centrifuges; parts thereof, including parts for centrifugal dryers","Import","1574316","4938","Weight in kilograms","4938"
"Algeria","1997","Machinery; parts for filtering or purifying liquids or gases","Import","6743213","426152","Weight in kilograms","426152"
"Algeria","1997","Machinery; parts for filtering or purifying liquids or gases","Export","483","39","Weight in kilograms","39"
"Algeria","1997","Dish washing machines; of the household type","Import","37708","14386","Weight in kilograms","14386"
"Algeria","1997","Dish washing machines; of other than household type","Import","310779","29759","Weight in kilograms","29759"
"Algeria","1997","Machinery; for cleaning or drying bottles or other containers","Import","8640877","433135","Weight in kilograms","433135"
"Algeria","1997","Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages","Import","9094616","464188","Weight in kilograms","464188"
"Algeria","1997","Machinery; for packing or wrapping","Import","8081215","277242","Weight in kilograms","277242"
"Algeria","1997","Machinery; parts of machinery of heading no. 8422","Import","3083202","37472","Weight in kilograms","37472"
"Algeria","1997","Weighing machines; personal (including baby scales) and household scales","Import","244804","237582","Weight in kilograms","237582"
"Algeria","1997","Weighing machines; scales for continuous weighing of goods on conveyors","Import","182166","24387","Weight in kilograms","24387"
"Algeria","1997","Weighing machines; constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales","Import","479264","24857","Weight in kilograms","24857"
"Algeria","1997","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)","Import","1370323","121281","Weight in kilograms","121281"
"Algeria","1997","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg","Import","114067","14665","Weight in kilograms","14665"
"Algeria","1997","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 5000kg","Import","834215","85320","Weight in kilograms","85320"
"Algeria","1997","Weighing machines; weights of all kinds, parts of weighing machinery","Import","1027138","32965","Weight in kilograms","32965"
"Algeria","1997","Fire extinguishers; whether or not charged","Import","2200925","134821","Weight in kilograms","134821"
"Algeria","1997","Spray guns and similar appliances","Import","386390","27644","Weight in kilograms","27644"
"Algeria","1997","Mechanical appliances; steam or sand blasting machines and similar jet projecting machines","Import","3075006","139733","Weight in kilograms","139733"
"Algeria","1997","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for agricultural or horticultural use, whether or not hand-operated","Import","903763","140117","Weight in kilograms","140117"
"Algeria","1997","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated","Import","784852","44505","Weight in kilograms","44505"
"Algeria","1997","Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated","Import","1931408","119728","Weight in kilograms","119728"
"Algeria","1997","Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated","Export","676023","114280","Weight in kilograms","114280"
"Algeria","1997","Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","230563","26463","Weight in kilograms","26463"
"Algeria","1997","Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","604693","79082","Weight in kilograms","79082"
"Algeria","1997","Pit-head winding gear; winches specially designed for use underground","Import","76368","26698","Weight in kilograms","26698"
"Algeria","1997","Winches; capstans; powered by an electric motor","Import","535743","35387","Weight in kilograms","35387"
"Algeria","1997","Winches; capstans; not powered by an electric motor","Import","291578","34719","Weight in kilograms","34719"
"Algeria","1997","Winches; capstans; not powered by an electric motor","Export","25595","707","Weight in kilograms","707"
"Algeria","1997","Jacks; built-in jacking systems of a type used in garages, for raising vehicles","Import","29632","5065","Weight in kilograms","5065"
"Algeria","1997","Jacks and hoists; hydraulic, of a kind used for raising vehicles","Import","4653459","450527","Weight in kilograms","450527"
"Algeria","1997","Jacks and hoists; hydraulic, of a kind used for raising vehicles","Export","526","42","Weight in kilograms","42"
"Algeria","1997","Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles","Import","1387948","121117","Weight in kilograms","121117"
"Algeria","1997","Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles","Export","1076","33","Weight in kilograms","33"
"Algeria","1997","Cranes; overhead travelling cranes on fixed support","Import","435420","98431","Weight in kilograms","98431"
"Algeria","1997","Cranes; mobile lifting frames on tyres and straddle carriers","Import","2030732","138136","Weight in kilograms","138136"
"Algeria","1997","Cranes; transporter, gantry and bridge cranes","Import","35008","6171","Weight in kilograms","6171"
"Algeria","1997","Cranes; tower cranes","Import","282898","163877","Weight in kilograms","163877"
"Algeria","1997","Cranes; portal or pedestal jib cranes","Import","3751","33480","Weight in kilograms","33480"
"Algeria","1997","Cranes; self-propelled derricks and cranes, on tyres, n.e.c. in heading no. 8426","Import","1632535","245681","Weight in kilograms","245681"
"Algeria","1997","Cranes; self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426","Import","6019","10500","Weight in kilograms","10500"
"Algeria","1997","Cranes and derricks; designed for mounting on road vehicles","Import","31802","9250","Weight in kilograms","9250"
"Algeria","1997","Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426","Import","354639","104359","Weight in kilograms","104359"
"Algeria","1997","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor","Import","1177235","212289","Weight in kilograms","212289"
"Algeria","1997","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor","Import","9595897","1569657","Weight in kilograms","1569657"
"Algeria","1997","Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled","Import","3341215","673920","Weight in kilograms","673920"
"Algeria","1997","Lifts and skip hoists","Import","1059277","106459","Weight in kilograms","106459"
"Algeria","1997","Elevators and conveyors; pneumatic","Import","748813","72601","Weight in kilograms","72601"
"Algeria","1997","Elevators and conveyors; continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20","Import","22160","5937","Weight in kilograms","5937"
"Algeria","1997","Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31","Import","1921355","245781","Weight in kilograms","245781"
"Algeria","1997","Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33","Import","7109980","699367","Weight in kilograms","699367"
"Algeria","1997","Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33","Export","343450","8393","Weight in kilograms","8393"
"Algeria","1997","Escalators and moving walkways","Import","19164","972","Weight in kilograms","972"
"Algeria","1997","Mine wagon pushers, locomotive/wagon traversers, wagon tippers & sim. railw ...","Import","327566","11625","Weight in kilograms","11625"
"Algeria","1997","Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428","Import","2604578","193583","Weight in kilograms","193583"
"Algeria","1997","Bulldozers and angledozers; self-propelled, track laying","Import","9279857","2669290","Weight in kilograms","2669290"
"Algeria","1997","Bulldozers and angledozers; self-propelled, other than track laying","Import","656593","468596","Weight in kilograms","468596"
"Algeria","1997","Graders and levellers","Import","237895","264205","Weight in kilograms","264205"
"Algeria","1997","Scrapers; self-propelled","Import","72630","11062","Weight in kilograms","11062"
"Algeria","1997","Tamping machines and road rollers; self-propelled","Import","2351702","383685","Weight in kilograms","383685"
"Algeria","1997","Front-end shovel loaders","Import","5651893","3769048","Weight in kilograms","3769048"
"Algeria","1997","Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure","Import","260802","262128","Weight in kilograms","262128"
"Algeria","1997","Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50","Import","2941015","1548228","Weight in kilograms","1548228"
"Algeria","1997","Pile-drivers and pile-extractors","Import","9201","97","Weight in kilograms","97"
"Algeria","1997","Snow-ploughs and snow-blowers","Import","146378","6812","Weight in kilograms","6812"
"Algeria","1997","Coal or rock cutters and tunnelling machinery; not self-propelled","Import","20026","7000","Weight in kilograms","7000"
"Algeria","1997","Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430","Import","514997","136189","Weight in kilograms","136189"
"Algeria","1997","Boring and sinking machinery; not self-propelled","Import","21304640","6228778","Weight in kilograms","6228778"
"Algeria","1997","Machinery; for tamping or compacting, not self-propelled","Import","2900","1085","Weight in kilograms","1085"
"Algeria","1997","Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30","Import","267859","36462","Weight in kilograms","36462"
"Algeria","1997","Machinery; parts of the machinery of heading no. 8425","Import","1053701","32172","Weight in kilograms","32172"
"Algeria","1997","Machinery; parts of the machinery of heading no. 8427","Import","2606118","198744","Weight in kilograms","198744"
"Algeria","1997","Lifts, skip hoists or escalators; parts thereof","Import","935890","130741","Weight in kilograms","130741"
"Algeria","1997","Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)","Import","2394044","221308","Weight in kilograms","221308"
"Algeria","1997","Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430","Import","870528","90634","Weight in kilograms","90634"
"Algeria","1997","Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430","Export","32337","10500","Weight in kilograms","10500"
"Algeria","1997","Machinery parts; bulldozer or angledozer blades","Import","515108","81965","Weight in kilograms","81965"
"Algeria","1997","Boring or sinking machinery; parts for boring or sinking machinery of subheading 8430.41 or 8430.49","Import","32261604","2017865","Weight in kilograms","2017865"
"Algeria","1997","Boring or sinking machinery; parts for boring or sinking machinery of subheading 8430.41 or 8430.49","Export","847554","90751","Weight in kilograms","90751"
"Algeria","1997","Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431","Import","9920758","870814","Weight in kilograms","870814"
"Algeria","1997","Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431","Export","334198","63864","Weight in kilograms","63864"
"Algeria","1997","Ploughs; for soil preparation","Import","555","500","Weight in kilograms","500"
"Algeria","1997","Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes","Import","4712","1440","Weight in kilograms","1440"
"Algeria","1997","Seeders, planters and transplanters","Import","383174","95312","Weight in kilograms","95312"
"Algeria","1997","Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use","Import","631","597","Weight in kilograms","597"
"Algeria","1997","Rollers; for lawns or sports-grounds","Import","24073","1671","Weight in kilograms","1671"
"Algeria","1997","Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds","Import","43495","19003","Weight in kilograms","19003"
"Algeria","1997","Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane","Import","32277","4823","Weight in kilograms","4823"
"Algeria","1997","Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane","Import","16242","1605","Weight in kilograms","1605"
"Algeria","1997","Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)","Import","17809","1042","Weight in kilograms","1042"
"Algeria","1997","Balers; straw or fodder balers, including pick-up balers","Import","254","398","Weight in kilograms","398"
"Algeria","1997","Combine harvester-threshers","Import","989","2000","Weight in kilograms","2000"
"Algeria","1997","Harvesting machinery; for roots or tubers","Import","5100","757","Weight in kilograms","757"
"Algeria","1997","Harvesting machinery; n.e.c. in heading no. 8433","Import","36","10","Weight in kilograms","10"
"Algeria","1997","Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce","Import","1490","20","Weight in kilograms","20"
"Algeria","1997","Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers","Import","20175","3734","Weight in kilograms","3734"
"Algeria","1997","Milking machines","Import","79157","27667","Weight in kilograms","27667"
"Algeria","1997","Dairy machinery","Import","530030","46199","Weight in kilograms","46199"
"Algeria","1997","Milking machines and dairy machinery; parts thereof","Import","56840","1353","Weight in kilograms","1353"
"Algeria","1997","Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","Import","325178","27050","Weight in kilograms","27050"
"Algeria","1997","Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages","Import","7005","999","Weight in kilograms","999"
"Algeria","1997","Machinery; for preparing animal feeding stuffs","Import","7624","1444","Weight in kilograms","1444"
"Algeria","1997","Poultry incubators and brooders","Import","134431","151565","Weight in kilograms","151565"
"Algeria","1997","Poultry-keeping machinery; other than incubators and brooders","Import","835904","420768","Weight in kilograms","420768"
"Algeria","1997","Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436","Import","136228","47171","Weight in kilograms","47171"
